sample_id	TPM	cancer_type	tissue_type	transcript
GTEX-13CZV-0006-SM-5P9IN	-0.7588	DLBC	Blood	SPN-202
GTEX-ZP4G-0006-SM-4WWE6	2.5972	DLBC	Blood	SPN-202
GTEX-132AR-0006-SM-5NQ7N	1.8996	DLBC	Blood	SPN-202
GTEX-131YS-0005-SM-5NQAS	4.6776	DLBC	Blood	SPN-202
GTEX-ZE9C-0006-SM-4WKG2	4.3737	DLBC	Blood	SPN-202
GTEX-ZC5H-0005-SM-4WAXM	0.1124	DLBC	Blood	SPN-202
GTEX-W5WG-0006-SM-3GIJT	1.6695	DLBC	Blood	SPN-202
GTEX-OOBK-0005-SM-2YUMG	1.0503	DLBC	Blood	SPN-202
GTEX-11ZTS-0005-SM-5NQ8A	4.1676	DLBC	Blood	SPN-202
GTEX-117YW-0005-SM-5NQ8Z	4.3053	DLBC	Blood	SPN-202
GTEX-ZPCL-0006-SM-4WWAS	-0.0877	DLBC	Blood	SPN-202
GTEX-14DAR-0006-SM-5N9GC	-0.2498	DLBC	Blood	SPN-202
GTEX-RWS6-0005-SM-2XCAN	1.3567	DLBC	Blood	SPN-202
GTEX-U3ZG-0006-SM-47JWX	0.3115	DLBC	Blood	SPN-202
GTEX-ZVTK-0006-SM-57WBK	3.1892	DLBC	Blood	SPN-202
GTEX-PLZ5-0006-SM-2S1NZ	1.7273	DLBC	Blood	SPN-202
GTEX-OHPJ-0006-SM-3LK6G	3.772	DLBC	Blood	SPN-202
GTEX-TMMY-0005-SM-33HBN	2.8562	DLBC	Blood	SPN-202
GTEX-T6MO-0006-SM-32QOU	-0.6416	DLBC	Blood	SPN-202
GTEX-13111-0005-SM-5NQ7Z	1.9377	DLBC	Blood	SPN-202
GTEX-113IC-0006-SM-5NQ9C	3.3689	DLBC	Blood	SPN-202
GTEX-Y111-0006-SM-4SOIO	3.8126	DLBC	Blood	SPN-202
GTEX-QLQ7-0005-SM-2S1QP	0.5859	DLBC	Blood	SPN-202
GTEX-Y3IK-0005-SM-4WWDE	0.9862	DLBC	Blood	SPN-202
GTEX-XOTO-0006-SM-4B64T	2.3732	DLBC	Blood	SPN-202
GTEX-TMKS-0005-SM-33OV7	1.9822	DLBC	Blood	SPN-202
GTEX-X62O-0005-SM-46MV1	1.6327	DLBC	Blood	SPN-202
GTEX-11PRG-0005-SM-5NQ6X	2.9052	DLBC	Blood	SPN-202
GTEX-XXEK-0005-SM-4BRWJ	1.0779	DLBC	Blood	SPN-202
GTEX-WQUQ-0006-SM-3MJF4	4.2751	DLBC	Blood	SPN-202
GTEX-T5JW-0005-SM-3GADE	1.1117	DLBC	Blood	SPN-202
GTEX-P4QS-0005-SM-2I3EY	-1.5951	DLBC	Blood	SPN-202
GTEX-QXCU-0006-SM-2TC5K	2.945	DLBC	Blood	SPN-202
GTEX-Q2AI-0006-SM-2I3FG	-0.8084	DLBC	Blood	SPN-202
GTEX-ZTSS-0005-SM-4YCDR	0.3796	DLBC	Blood	SPN-202
GTEX-11EMC-0006-SM-5O9DN	0.3907	DLBC	Blood	SPN-202
GTEX-13PLJ-0005-SM-5NQ99	3.5803	DLBC	Blood	SPN-202
GTEX-NPJ8-0007-SM-26GMW	-0.8599	DLBC	Blood	SPN-202
GTEX-11EQ8-0006-SM-5P9HJ	2.9929	DLBC	Blood	SPN-202
GTEX-OHPM-0006-SM-2HMKU	0.1124	DLBC	Blood	SPN-202
GTEX-14E1K-0006-SM-5N9DY	1.7995	DLBC	Blood	SPN-202
GTEX-ZTPG-0006-SM-4YCFG	2.043	DLBC	Blood	SPN-202
GTEX-YFC4-0006-SM-4RGLV	3.2236	DLBC	Blood	SPN-202
GTEX-148VI-0006-SM-5O9A6	3.3506	DLBC	Blood	SPN-202
GTEX-QDVN-0006-SM-48U1R	-0.3752	DLBC	Blood	SPN-202
GTEX-X4LF-0006-SM-3NMCO	1.3956	DLBC	Blood	SPN-202
GTEX-ZF29-0006-SM-4WKGQ	-0.5756	DLBC	Blood	SPN-202
GTEX-OIZH-0005-SM-2HMJN	-1.6394	DLBC	Blood	SPN-202
GTEX-VJYA-0005-SM-3P5ZD	1.5612	DLBC	Blood	SPN-202
GTEX-PWN1-0006-SM-2S1NG	1.0503	DLBC	Blood	SPN-202
GTEX-SE5C-0006-SM-4BRW5	0.9115	DLBC	Blood	SPN-202
GTEX-14BIL-0006-SM-5N9F2	-0.1504	DLBC	Blood	SPN-202
GTEX-WHWD-0005-SM-3LK7D	0.4865	DLBC	Blood	SPN-202
GTEX-14DAQ-0005-SM-5NQ7B	4.6871	DLBC	Blood	SPN-202
GTEX-RTLS-0006-SM-2TF58	1.9564	DLBC	Blood	SPN-202
GTEX-131XF-0006-SM-5P9HK	1.5013	DLBC	Blood	SPN-202
GTEX-WHSE-0006-SM-3NMBW	1.9601	DLBC	Blood	SPN-202
GTEX-OHPK-0006-SM-2HMKH	0.5763	DLBC	Blood	SPN-202
GTEX-12584-0005-SM-5N9GM	1.6466	DLBC	Blood	SPN-202
GTEX-12WSH-0005-SM-5NQ9P	3.47	DLBC	Blood	SPN-202
GTEX-RVPV-0006-SM-2TF6Q	1.2992	DLBC	Blood	SPN-202
GTEX-13FTW-0005-SM-5LZVZ	2.0742	DLBC	Blood	SPN-202
GTEX-XGQ4-0005-SM-4AT5U	0.7916	DLBC	Blood	SPN-202
GTEX-Y3I4-0006-SM-4TT1E	-0.1504	DLBC	Blood	SPN-202
GTEX-1212Z-0006-SM-5NQ8M	1.6875	DLBC	Blood	SPN-202
GTEX-131XH-0006-SM-5O98V	1.6093	DLBC	Blood	SPN-202
GTEX-14ABY-0005-SM-5O99U	3.8075	DLBC	Blood	SPN-202
GTEX-OXRL-0005-SM-3LK6A	-0.1345	DLBC	Blood	SPN-202
GTEX-O5YW-0006-SM-3LK6E	2.3366	DLBC	Blood	SPN-202
GTEX-139TT-0006-SM-5O9CG	3.7762	DLBC	Blood	SPN-202
GTEX-POMQ-0006-SM-5SI7D	0.0014	DLBC	Blood	SPN-202
GTEX-12WSN-0006-SM-5NQAP	1.4756	DLBC	Blood	SPN-202
GTEX-1269C-0005-SM-5N9CJ	1.9564	DLBC	Blood	SPN-202
GTEX-131XG-0006-SM-5O9CE	1.0293	DLBC	Blood	SPN-202
GTEX-WOFL-0006-SM-3TW8K	1.7575	DLBC	Blood	SPN-202
GTEX-PWOO-0006-SM-2I3E3	-0.4719	DLBC	Blood	SPN-202
GTEX-YFCO-0005-SM-4W1ZI	0.5271	DLBC	Blood	SPN-202
GTEX-12WSK-0006-SM-5NQA1	-0.9971	DLBC	Blood	SPN-202
GTEX-147F4-0006-SM-5O99T	1.0222	DLBC	Blood	SPN-202
GTEX-11TT1-0005-SM-5NQ8Y	0.7748	DLBC	Blood	SPN-202
GTEX-ZDYS-0002-SM-4WKGR	2.8096	DLBC	Blood	SPN-202
GTEX-13OVG-0005-SM-5P9HA	-0.9971	DLBC	Blood	SPN-202
GTEX-12WSI-0005-SM-5O99K	1.9226	DLBC	Blood	SPN-202
GTEX-SNOS-0006-SM-32PLH	0.5859	DLBC	Blood	SPN-202
GTEX-1192W-0005-SM-5NQBQ	3.1491	DLBC	Blood	SPN-202
GTEX-WWYW-0005-SM-3NB3K	2.2513	DLBC	Blood	SPN-202
GTEX-11OC5-0006-SM-5N9FA	5.4182	DLBC	Blood	SPN-202
GTEX-WFON-0005-SM-3NMC9	-0.1993	DLBC	Blood	SPN-202
GTEX-R55F-0005-SM-2TF4W	-0.0425	DLBC	Blood	SPN-202
GTEX-S7SE-0005-SM-2XCEA	5.0993	DLBC	Blood	SPN-202
GTEX-13OVK-0006-SM-5O9B7	-1.2481	DLBC	Blood	SPN-202
GTEX-WFG7-0005-SM-3GIKM	0.6608	DLBC	Blood	SPN-202
GTEX-V1D1-0006-SM-3NMCE	2.05	DLBC	Blood	SPN-202
GTEX-ZXG5-0005-SM-57WCN	3.9737	DLBC	Blood	SPN-202
GTEX-11OF3-0006-SM-5O9CM	3.0199	DLBC	Blood	SPN-202
GTEX-VUSG-0006-SM-3GIK9	5.3965	DLBC	Blood	SPN-202
GTEX-11XUK-0005-SM-5LU9F	1.3109	DLBC	Blood	SPN-202
GTEX-11EQ9-0006-SM-5LUB6	-1.2481	DLBC	Blood	SPN-202
GTEX-YECK-0005-SM-4W217	3.5312	DLBC	Blood	SPN-202
GTEX-11WQK-0005-SM-5O9AV	2.2082	DLBC	Blood	SPN-202
GTEX-XYKS-0005-SM-4BRUD	0.1519	DLBC	Blood	SPN-202
GTEX-X638-0005-SM-47JX6	2.9544	DLBC	Blood	SPN-202
GTEX-14A5H-0006-SM-5O9AI	1.5854	DLBC	Blood	SPN-202
GTEX-WH7G-0005-SM-3NMBX	-0.2328	DLBC	Blood	SPN-202
GTEX-1399S-0006-SM-5NQ7U	2.2175	DLBC	Blood	SPN-202
GTEX-POYW-0006-SM-2XCF4	1.8282	DLBC	Blood	SPN-202
GTEX-TMZS-0006-SM-3DB8G	2.3077	DLBC	Blood	SPN-202
GTEX-ZG7Y-0006-SM-4WWEA	1.8801	DLBC	Blood	SPN-202
GTEX-11LCK-0005-SM-5O98U	0.4125	DLBC	Blood	SPN-202
GTEX-WFG8-0006-SM-3GIKS	0.537	DLBC	Blood	SPN-202
GTEX-OXRP-0006-SM-2I3FN	0.6145	DLBC	Blood	SPN-202
GTEX-WXYG-0005-SM-3NB3M	0.8883	DLBC	Blood	SPN-202
GTEX-1497J-0005-SM-5NQBD	3.7815	DLBC	Blood	SPN-202
GTEX-13OW8-0005-SM-5NQAC	0.8488	DLBC	Blood	SPN-202
GTEX-14ICL-0006-SM-5SIAB	2.3536	DLBC	Blood	SPN-202
GTEX-13FXS-0006-SM-5O99X	4.1547	DLBC	Blood	SPN-202
GTEX-14BIM-0006-SM-5O9AA	1.3901	DLBC	Blood	SPN-202
GTEX-13CZU-0005-SM-5LU8K	1.614	DLBC	Blood	SPN-202
GTEX-11NUK-0005-SM-5MR5F	3.7836	DLBC	Blood	SPN-202
GTEX-PLZ4-0006-SM-2S1NY	4.0091	DLBC	Blood	SPN-202
GTEX-P4PQ-0005-SM-2HMKJ	-3.1714	DLBC	Blood	SPN-202
GTEX-14BMV-0005-SM-5NQ6Y	3.0533	DLBC	Blood	SPN-202
GTEX-12WSL-0005-SM-5NQAD	0.3907	DLBC	Blood	SPN-202
GTEX-ZV68-0006-SM-4YCEJ	3.5124	DLBC	Blood	SPN-202
GTEX-12WSG-0005-SM-5NQA2	2.9948	DLBC	Blood	SPN-202
GTEX-XMD2-0006-SM-4WWEG	3.2143	DLBC	Blood	SPN-202
GTEX-XPT6-0006-SM-4B66Q	-3.1714	DLBC	Blood	SPN-202
GTEX-12WSJ-0005-SM-5LU8S	0.8082	DLBC	Blood	SPN-202
GTEX-11ZUS-0006-SM-5O9AJ	4.0207	DLBC	Blood	SPN-202
GTEX-WEY5-0006-SM-3GIKG	-0.6643	DLBC	Blood	SPN-202
GTEX-OIZI-0005-SM-2XCED	3.728	DLBC	Blood	SPN-202
GTEX-XAJ8-0006-SM-46MVM	2.6067	DLBC	Blood	SPN-202
GTEX-X5EB-0006-SM-46MV5	-1.0262	DLBC	Blood	SPN-202
GTEX-XUW1-0005-SM-4BOQ7	3.055	DLBC	Blood	SPN-202
GTEX-1399Q-0005-SM-5NQAG	4.4732	DLBC	Blood	SPN-202
GTEX-ZDXO-0006-SM-4WKGF	3.4569	DLBC	Blood	SPN-202
GTEX-ZVE2-0006-SM-51MRW	0.9191	DLBC	Blood	SPN-202
GTEX-QLQW-0005-SM-2S1RA	1.0433	DLBC	Blood	SPN-202
GTEX-13CF2-0006-SM-5O99L	2.5487	DLBC	Blood	SPN-202
GTEX-XQ8I-0006-SM-4BOQ5	-1.6394	DLBC	Blood	SPN-202
GTEX-13OVJ-0006-SM-5O98T	0.0014	DLBC	Blood	SPN-202
GTEX-1399R-0006-SM-5N9FR	3.6195	DLBC	Blood	SPN-202
GTEX-XUZC-0005-SM-4BOQ8	0.4865	DLBC	Blood	SPN-202
GTEX-11UD2-0005-SM-5NQ9B	1.4335	DLBC	Blood	SPN-202
GTEX-14C39-0005-SM-5NQBR	0.9568	DLBC	Blood	SPN-202
GTEX-14H4A-0006-SM-5N9E3	-1.7322	DLBC	Blood	SPN-202
GTEX-U4B1-0006-SM-3DB8E	1.8323	DLBC	Blood	SPN-202
GTEX-131XE-0006-SM-5P9F9	0.7664	DLBC	Blood	SPN-202
GTEX-N7MS-0007-SM-26GMV	1.3167	DLBC	Blood	SPN-202
GTEX-WOFM-0005-SM-3MJF3	0.1124	DLBC	Blood	SPN-202
GTEX-ZUA1-0005-SM-4YCEV	3.2929	DLBC	Blood	SPN-202
GTEX-QCQG-0006-SM-5SI8M	1.4652	DLBC	Blood	SPN-202
GTEX-111YS-0006-SM-5NQBE	0.7058	DLBC	Blood	SPN-202
GTEX-XMK1-0005-SM-4B665	1.6558	DLBC	Blood	SPN-202
GTEX-139TS-0005-SM-5NQC1	2.8219	DLBC	Blood	SPN-202
GTEX-N7MS-0007-SM-2D7W1	3.1588	DLBC	Blood	SPN-202
GTEX-QMR6-0005-SM-32PKY	-0.3383	DLBC	Blood	SPN-202
GTEX-12WSM-0005-SM-5NQB3	1.0711	DLBC	Blood	SPN-202
GTEX-11DXX-0005-SM-5NQ8B	0.044	DLBC	Blood	SPN-202
GTEX-PLZ6-0006-SM-33HBZ	-6.5064	DLBC	Blood	SPN-202
GTEX-12KS4-0005-SM-5SI94	3.2374	DLBC	Blood	SPN-202
GTEX-XUJ4-0005-SM-4BOQ6	0.2642	DLBC	Blood	SPN-202
GTEX-ZLV1-0005-SM-4WWAP	0.4447	DLBC	Blood	SPN-202
GTEX-XQ3S-0006-SM-4BOQ4	4.6206	DLBC	Blood	SPN-202
GTEX-OHPN-0005-SM-2YUML	3.8876	DLBC	Blood	SPN-202
GTEX-12WSE-0005-SM-5NQAE	1.1382	DLBC	Blood	SPN-202
GTEX-YB5E-0005-SM-4VDSO	1.4756	DLBC	Blood	SPN-202
GTEX-X15G-0005-SM-3NMDA	2.2421	DLBC	Blood	SPN-202
GTEX-117XS-0005-SM-5PNU6	3.8269	DLBC	Blood	SPN-202
GTEX-13U4I-0006-SM-5N9CI	2.2783	DLBC	Blood	SPN-202
GTEX-14BIN-0005-SM-5N9FE	3.6838	DLBC	Blood	SPN-202
GTEX-ZVZP-0006-SM-51MSW	1.5415	DLBC	Blood	SPN-202
GTEX-PVOW-0006-SM-3NMB8	2.9911	DLBC	Blood	SPN-202
GTEX-14B4R-0006-SM-5O9A7	1.0503	DLBC	Blood	SPN-202
GTEX-QMRM-0005-SM-3NB2A	1.9073	DLBC	Blood	SPN-202
GTEX-X585-0005-SM-46MV3	6.0191	DLBC	Blood	SPN-202
GTEX-1313W-0006-SM-5O9B1	2.5462	DLBC	Blood	SPN-202
GTEX-Q2AG-0005-SM-5SI7F	4.0287	DLBC	Blood	SPN-202
GTEX-WYVS-0006-SM-3NMA7	3.7857	DLBC	Blood	SPN-202
GTEX-Y8LW-0005-SM-4V6EV	0.0718	DLBC	Blood	SPN-202
GTEX-11P81-0006-SM-5NQ7A	0.688	DLBC	Blood	SPN-202
GTEX-113JC-0006-SM-5O997	1.2875	DLBC	Blood	SPN-202
GTEX-XBED-0006-SM-47JXO	-1.2142	DLBC	Blood	SPN-202
GTEX-QDVJ-0005-SM-2TC5X	4.1571	DLBC	Blood	SPN-202
GTEX-R53T-0005-SM-3GADK	2.1925	DLBC	Blood	SPN-202
GTEX-PW2O-0006-SM-2I3DV	0.3231	DLBC	Blood	SPN-202
GTEX-POMQ-0006-SM-33HBY	0.4865	DLBC	Blood	SPN-202
GTEX-12BJ1-0006-SM-5SIB5	0.2522	DLBC	Blood	SPN-202
GTEX-11EM3-0005-SM-5N9DK	-0.4325	DLBC	Blood	SPN-202
GTEX-PWN1-0006-SM-5SI7T	0.7999	DLBC	Blood	SPN-202
GTEX-RU72-0006-SM-2TF65	4.061	DLBC	Blood	SPN-202
GTEX-12696-0005-SM-5LZYS	3.7248	DLBC	Blood	SPN-202
GTEX-14E6D-0005-SM-5N9D7	3.9251	DLBC	Blood	SPN-202
GTEX-YBZK-0005-SM-59HKG	1.5115	DLBC	Blood	SPN-202
GTEX-X4XY-0006-SM-46MV2	2.4117	DLBC	Blood	SPN-202
GTEX-QVJO-0006-SM-2S1RC	0.7664	DLBC	Blood	SPN-202
GTEX-R55E-0006-SM-2TC5G	5.2765	DLBC	Blood	SPN-202
GTEX-14C38-0006-SM-5NQBF	-0.0277	DLBC	Blood	SPN-202
GTEX-12WSA-0005-SM-5O9BM	2.3564	DLBC	Blood	SPN-202
GTEX-12126-0006-SM-5O9B8	3.7269	DLBC	Blood	SPN-202
GTEX-WHPG-0006-SM-3NMBV	-0.6643	DLBC	Blood	SPN-202
GTEX-ZVT3-0006-SM-51MT9	2.9929	DLBC	Blood	SPN-202
GTEX-XMD1-0006-SM-4AT4Q	-0.6193	DLBC	Blood	SPN-202
GTEX-1192X-0005-SM-5NQC3	-0.8084	DLBC	Blood	SPN-202
GTEX-XK95-0005-SM-4AT4S	-1.8314	DLBC	Blood	SPN-202
GTEX-U412-0006-SM-3DB8J	3.1062	DLBC	Blood	SPN-202
GTEX-11VI4-0006-SM-5N9D8	1.105	DLBC	Blood	SPN-202
GTEX-Z93S-0005-SM-4RGLW	4.5374	DLBC	Blood	SPN-202
GTEX-12WSC-0005-SM-5MR3H	4.6224	DLBC	Blood	SPN-202
GTEX-132NY-0005-SM-5O9AC	3.8759	DLBC	Blood	SPN-202
GTEX-ZF2S-0006-SM-4WKHF	-0.7346	DLBC	Blood	SPN-202
GTEX-S341-0006-SM-3NM8D	0.2762	DLBC	Blood	SPN-202
GTEX-Y5LM-0005-SM-4V6EJ	0.8961	DLBC	Blood	SPN-202
GTEX-YF7O-0005-SM-4W1ZU	0.9935	DLBC	Blood	SPN-202
GTEX-PWCY-0005-SM-2I3E2	-0.6416	DLBC	Blood	SPN-202
GTEX-Y8E5-0006-SM-47JWQ	-0.1504	DLBC	Blood	SPN-202
GTEX-TML8-0005-SM-32QPA	1.9149	DLBC	Blood	SPN-202
GTEX-13VXT-0005-SM-5N9F3	0.9716	DLBC	Blood	SPN-202
GTEX-TSE9-0005-SM-4DXUF	2.3308	DLBC	Blood	SPN-202
GTEX-148VJ-0006-SM-5NQB1	1.6649	DLBC	Blood	SPN-202
GTEX-TKQ2-0006-SM-33HBH	2.05	DLBC	Blood	SPN-202
GTEX-OOBJ-0006-SM-2I3F4	2.3135	DLBC	Blood	SPN-202
GTEX-1399U-0005-SM-5NQ8K	0.6969	DLBC	Blood	SPN-202
GTEX-Y9LG-0006-SM-4VBRK	0.1903	DLBC	Blood	SPN-202
GTEX-XBEW-0006-SM-4AT4E	3.6463	DLBC	Blood	SPN-202
GTEX-13CF3-0006-SM-5N9ED	-2.5479	DLBC	Blood	SPN-202
GTEX-11I78-0005-SM-5N9GB	2.0878	DLBC	Blood	SPN-202
GTEX-R55D-0006-SM-3GIJS	3.2752	DLBC	Blood	SPN-202
GTEX-11DXY-0006-SM-5NQ8N	2.8381	DLBC	Blood	SPN-202
GTEX-14E7W-0006-SM-5N9GG	4.3903	DLBC	Blood	SPN-202
GTEX-139T8-0006-SM-5NQ6V	2.3394	DLBC	Blood	SPN-202
GTEX-14E6C-0005-SM-5O98N	1.9188	DLBC	Blood	SPN-202
GTEX-RNOR-0005-SM-2TF4Z	4.4919	DLBC	Blood	SPN-202
GTEX-11P82-0006-SM-5N9FY	0.9419	DLBC	Blood	SPN-202
GTEX-S4Q7-0006-SM-3K2AT	-1.8836	DLBC	Blood	SPN-202
GTEX-11TUW-0006-SM-5LZW2	4.1748	DLBC	Blood	SPN-202
GTEX-Y8DK-0005-SM-4RGNR	3.4894	DLBC	Blood	SPN-202
GTEX-O5YT-0007-SM-32PK7	0.3907	DLBC	Blood	SPN-202
GTEX-XBEC-0006-SM-4AT5T	2.1147	DLBC	Blood	SPN-202
GTEX-WY7C-0006-SM-3NB3L	0.044	DLBC	Blood	SPN-202
GTEX-U3ZN-0006-SM-3DB7Y	0.1903	DLBC	Blood	SPN-202
GTEX-R55G-0006-SM-2TC6O	-1.4699	DLBC	Blood	SPN-202
GTEX-11DXZ-0006-SM-5LZZH	1.4547	DLBC	Blood	SPN-202
GTEX-PLZ4-0006-SM-5SI8L	3.7291	DLBC	Blood	SPN-202
GTEX-S7PM-0006-SM-3NM8C	2.8681	DLBC	Blood	SPN-202
GTEX-RVPU-0005-SM-2TF6L	1.3735	DLBC	Blood	SPN-202
GTEX-ZVZQ-0006-SM-51MR8	3.865	DLBC	Blood	SPN-202
GTEX-12ZZW-0005-SM-5O9BY	-0.5756	DLBC	Blood	SPN-202
GTEX-QVUS-0006-SM-3GAE8	3.0428	DLBC	Blood	SPN-202
GTEX-X3Y1-0006-SM-3P5ZG	1.5266	DLBC	Blood	SPN-202
GTEX-139TU-0006-SM-5LZVN	3.3506	DLBC	Blood	SPN-202
GTEX-Q2AH-0005-SM-5SI7G	1.9822	DLBC	Blood	SPN-202
GTEX-T5JC-0005-SM-4DM7B	1.8323	DLBC	Blood	SPN-202
GTEX-X88G-0006-SM-47JX5	2.4465	DLBC	Blood	SPN-202
GTEX-WZTO-0006-SM-3NM9T	2.8858	DLBC	Blood	SPN-202
GTEX-N7MT-0007-SM-3GACQ	3.7269	DLBC	Blood	SPN-202
GTEX-RM2N-0006-SM-2TF5H	0.9115	DLBC	Blood	SPN-202
GTEX-Y8E4-0006-SM-4V6EW	4.2072	DLBC	Blood	SPN-202
GTEX-NL3H-0006-SM-2I3FW	1.8036	DLBC	Blood	SPN-202
GTEX-ZVT4-0006-SM-57WB8	2.2175	DLBC	Blood	SPN-202
GTEX-P4PP-0005-SM-2HMKX	0.2029	DLBC	Blood	SPN-202
GTEX-RUSQ-0006-SM-2TF6P	-0.2328	DLBC	Blood	SPN-202
GTEX-X4EP-0005-SM-3P5ZE	0.9493	DLBC	Blood	SPN-202
GTEX-13CIG-0006-SM-5P9HF	2.0535	DLBC	Blood	SPN-202
GTEX-WHSB-0005-SM-3LK7C	0.3685	DLBC	Blood	SPN-202
GTEX-11GSP-0006-SM-5N9EL	2.3677	DLBC	Blood	SPN-202
GTEX-139UC-0005-SM-5PNU7	3.3206	DLBC	Blood	SPN-202
GTEX-11NSD-0005-SM-5LZZ5	2.2872	DLBC	Blood	SPN-202
GTEX-14A6H-0006-SM-5NQ7W	4.0198	DLBC	Blood	SPN-202
GTEX-13W3W-0005-SM-5SI9Y	0.517	DLBC	Blood	SPN-202
GTEX-QCQG-0006-SM-2S1OW	0.9343	DLBC	Blood	SPN-202
GTEX-11ILO-0006-SM-5LZWE	3.9223	DLBC	Blood	SPN-202
GTEX-12C56-0006-SM-5N9E9	-1.5522	DLBC	Blood	SPN-202
GTEX-X261-0005-SM-4PQYX	1.7702	DLBC	Blood	SPN-202
GTEX-1314G-0005-SM-5NQ9O	2.236	DLBC	Blood	SPN-202
GTEX-XPVG-0006-SM-4B65Z	-0.8599	DLBC	Blood	SPN-202
GTEX-WRHK-0005-SM-3MJF5	0.6239	DLBC	Blood	SPN-202
GTEX-12WSD-0005-SM-5N9FZ	4.4183	DLBC	Blood	SPN-202
GTEX-132QS-0005-SM-5LZXK	-0.5973	DLBC	Blood	SPN-202
GTEX-ZPU1-0006-SM-4WWAT	2.9013	DLBC	Blood	SPN-202
GTEX-11WQC-0006-SM-5LZVP	4.0242	DLBC	Blood	SPN-202
GTEX-PSDG-0005-SM-3GADC	3.1311	DLBC	Blood	SPN-202
GTEX-PLZ5-0006-SM-5S2W5	1.6649	DLBC	Blood	SPN-202
GTEX-XV7Q-0005-SM-4BRWI	2.5804	DLBC	Blood	SPN-202
GTEX-Y114-0006-SM-4TT76	1.8484	DLBC	Blood	SPN-202
GTEX-139D8-0006-SM-5LZX8	1.5998	DLBC	Blood	SPN-202
GTEX-P44G-0006-SM-2TC6A	1.5266	DLBC	Blood	SPN-202
GTEX-ZVP2-0005-SM-51MRK	2.036	DLBC	Blood	SPN-202
GTEX-ZTTD-0006-SM-51MSJ	1.884	DLBC	Blood	SPN-202
GTEX-WI4N-0005-SM-3LK7E	1.2209	DLBC	Blood	SPN-202
GTEX-13113-0006-SM-5NQ7X	-2.3147	DLBC	Blood	SPN-202
GTEX-13O61-0005-SM-5O9AU	1.7185	DLBC	Blood	SPN-202
GTEX-NPJ7-0006-SM-3GACR	4.4536	DLBC	Blood	SPN-202
GTEX-139T6-0006-SM-5LU92	0.1257	DLBC	Blood	SPN-202
GTEX-X4XX-0005-SM-3NMCS	3.3689	DLBC	Blood	SPN-202
GTEX-XLM4-0005-SM-4AT4P	5.1465	DLBC	Blood	SPN-202
GTEX-UTHO-0006-SM-3NMCC	3.3619	DLBC	Blood	SPN-202
GTEX-ZXES-0005-SM-57WCB	0.1124	DLBC	Blood	SPN-202
GTEX-13OW6-0005-SM-5NQ9Z	4.1244	DLBC	Blood	SPN-202
GTEX-14A5I-0005-SM-5N9FU	0.9935	DLBC	Blood	SPN-202
GTEX-11DYG-0006-SM-5NQB2	3.6635	DLBC	Blood	SPN-202
